No.,Time,Time 1,Time 2,,Delay 1,Delay 2,jitter,
2267,5.211962,5.211962,0,,-0.001158,0.001158,0.002316,
2274,5.211962,5.21312,0.001158,,-0.013554,0.014712,0.028266,
2279,5.21312,5.227832,0.014712,,0.014629,8.30E-05,-0.014546,
2296,5.227832,5.227915,8.30E-05,,-0.000402,0.000485,0.000887,
2297,5.227915,5.2284,0.000485,,-0.03771,0.038195,0.075905,
2298,5.2284,5.266595,0.038195,,0.038195,0,-0.038195,
2323,5.266595,5.266595,0,,0,0,0,
2325,5.266595,5.266595,0,,0,0,0,
2328,5.266595,5.266595,0,,0,0,0,
2329,5.266595,5.266595,0,,-0.000205,0.000205,0.00041,
2330,5.266595,5.2668,0.000205,,-0.001121,0.001326,0.002447,
2332,5.2668,5.268126,0.001326,,0.001326,0,-0.001326,
2334,5.268126,5.268126,0,,-5.70E-05,5.70E-05,0.000114,
2335,5.268126,5.268183,5.70E-05,,-0.000658,0.000715,0.001373,
2341,5.268183,5.268898,0.000715,,0.000467,0.000248,-0.000219,
2343,5.268898,5.269146,0.000248,,-5.00E-06,0.000253,0.000258,
2344,5.269146,5.269399,0.000253,,-0.039745,0.039998,0.079743,
2345,5.269399,5.309397,0.039998,,0.039998,0,-0.039998,
2381,5.309397,5.309397,0,,-0.000629,0.000629,0.001258,
2382,5.309397,5.310026,0.000629,,-0.010925,0.011554,0.022479,
2388,5.310026,5.32158,0.011554,,0.011554,0,-0.011554,
2389,5.32158,5.32158,0,,0,0,0,
2399,5.32158,5.32158,0,,0,0,0,
2400,5.32158,5.32158,0,,-0.000214,0.000214,0.000428,
2401,5.32158,5.321794,0.000214,,-0.016077,0.016291,0.032368,
2403,5.321794,5.338085,0.016291,,0.014997,0.001294,-0.013703,
2415,5.338085,5.339379,0.001294,,-0.010678,0.011972,0.02265,
2416,5.339379,5.351351,0.011972,,0.011972,0,-0.011972,
2430,5.351351,5.351351,0,,0,0,0,
2432,5.351351,5.351351,0,,-0.000198,0.000198,0.000396,
2436,5.351351,5.351549,0.000198,,-0.013217,0.013415,0.026632,
2438,5.351549,5.364964,0.013415,,0.013415,0,-0.013415,
2445,5.364964,5.364964,0,,0,0,0,
2451,5.364964,5.364964,0,,-0.001806,0.001806,0.003612,
2454,5.364964,5.36677,0.001806,,0.001608,0.000198,-0.00141,
2462,5.36677,5.366968,0.000198,,-0.007558,0.007756,0.015314,
2463,5.366968,5.374724,0.007756,,0.007756,0,-0.007756,
2469,5.374724,5.374724,0,,-0.000314,0.000314,0.000628,
2471,5.374724,5.375038,0.000314,,-0.027455,0.027769,0.055224,
2474,5.375038,5.402807,0.027769,,0.007652,0.020117,0.012465,
2501,5.402807,5.422924,0.020117,,0.017577,0.00254,-0.015037,
2523,5.422924,5.425464,0.00254,,-0.012675,0.015215,0.02789,
2526,5.425464,5.440679,0.015215,,0.015215,0,-0.015215,
2536,5.440679,5.440679,0,,0,0,0,
2539,5.440679,5.440679,0,,-0.014715,0.014715,0.02943,
2541,5.440679,5.455394,0.014715,,0.01426,0.000455,-0.013805,
2560,5.455394,5.455849,0.000455,,-0.00928,0.009735,0.019015,
2564,5.455849,5.465584,0.009735,,0.006438,0.003297,-0.003141,
2569,5.465584,5.468881,0.003297,,-0.000956,0.004253,0.005209,
2580,5.468881,5.473134,0.004253,,0.004026,0.000227,-0.003799,
2587,5.473134,5.473361,0.000227,,-0.021104,0.021331,0.042435,
2588,5.473361,5.494692,0.021331,,-0.0073,0.028631,0.035931,
2596,5.494692,5.523323,0.028631,,0.028631,0,-0.028631,
2651,5.523323,5.523323,0,,-0.000718,0.000718,0.001436,
2652,5.523323,5.524041,0.000718,,0.000684,3.40E-05,-0.00065,
2668,5.524041,5.524075,3.40E-05,,-0.000677,0.000711,0.001388,
2670,5.524075,5.524786,0.000711,,0.000711,0,-0.000711,
2675,5.524786,5.524786,0,,-0.023543,0.023543,0.047086,
2676,5.524786,5.548329,0.023543,,0.023288,0.000255,-0.023033,
2698,5.548329,5.548584,0.000255,,-0.003347,0.003602,0.006949,
2700,5.548584,5.552186,0.003602,,0.003602,0,-0.003602,
2701,5.552186,5.552186,0,,-0.005237,0.005237,0.010474,
2702,5.552186,5.557423,0.005237,,0.005237,0,-0.005237,
2706,5.557423,5.557423,0,,0,0,0,
2708,5.557423,5.557423,0,,-0.000191,0.000191,0.000382,
2711,5.557423,5.557614,0.000191,,-0.003432,0.003623,0.007055,
2714,5.557614,5.561237,0.003623,,0.003485,0.000138,-0.003347,
2715,5.561237,5.561375,0.000138,,-0.005937,0.006075,0.012012,
2717,5.561375,5.56745,0.006075,,0.006075,0,-0.006075,
2719,5.56745,5.56745,0,,0,0,0,
2720,5.56745,5.56745,0,,-0.001114,0.001114,0.002228,
2730,5.56745,5.568564,0.001114,,-0.003982,0.005096,0.009078,
2733,5.568564,5.57366,0.005096,,-0.001229,0.006325,0.007554,
2742,5.57366,5.579985,0.006325,,0.006164,0.000161,-0.006003,
2744,5.579985,5.580146,0.000161,,-0.00817,0.008331,0.016501,
2755,5.580146,5.588477,0.008331,,0.006305,0.002026,-0.004279,
2761,5.588477,5.590503,0.002026,,0.002026,0,-0.002026,
2765,5.590503,5.590503,0,,0,0,0,
2767,5.590503,5.590503,0,,0,0,0,
2770,5.590503,5.590503,0,,0,0,0,
2772,5.590503,5.590503,0,,0,0,0,
2774,5.590503,5.590503,0,,0,0,0,
2775,5.590503,5.590503,0,,-0.000227,0.000227,0.000454,
2776,5.590503,5.59073,0.000227,,0.000172,5.50E-05,-0.000117,
2777,5.59073,5.590785,5.50E-05,,-0.011371,0.011426,0.022797,
2778,5.590785,5.602211,0.011426,,0.011426,0,-0.011426,
2780,5.602211,5.602211,0,,0,0,0,
2781,5.602211,5.602211,0,,0,0,0,
2783,5.602211,5.602211,0,,0,0,0,
2784,5.602211,5.602211,0,,0,0,0,
2786,5.602211,5.602211,0,,0,0,0,
2789,5.602211,5.602211,0,,0,0,0,
2791,5.602211,5.602211,0,,0,0,0,
2795,5.602211,5.602211,0,,0,0,0,
2797,5.602211,5.602211,0,,0,0,0,
2800,5.602211,5.602211,0,,-0.000319,0.000319,0.000638,
2802,5.602211,5.60253,0.000319,,0.000118,0.000201,8.30E-05,
2804,5.60253,5.602731,0.000201,,-0.014004,0.014205,0.028209,
2805,5.602731,5.616936,0.014205,,0.013221,0.000984,-0.012237,
2810,5.616936,5.61792,0.000984,,-0.003919,0.004903,0.008822,
2811,5.61792,5.622823,0.004903,,0.004903,0,-0.004903,
2812,5.622823,5.622823,0,,0,0,0,
2816,5.622823,5.622823,0,,0,0,0,
2818,5.622823,5.622823,0,,0,0,0,
2822,5.622823,5.622823,0,,0,0,0,
2824,5.622823,5.622823,0,,0,0,0,
2826,5.622823,5.622823,0,,0,0,0,
2830,5.622823,5.622823,0,,0,0,0,
2831,5.622823,5.622823,0,,-0.00026,0.00026,0.00052,
2832,5.622823,5.623083,0.00026,,-0.008078,0.008338,0.016416,
2833,5.623083,5.631421,0.008338,,0.008338,0,-0.008338,
2836,5.631421,5.631421,0,,0,0,0,
2837,5.631421,5.631421,0,,0,0,0,
2838,5.631421,5.631421,0,,0,0,0,
2839,5.631421,5.631421,0,,0,0,0,
2840,5.631421,5.631421,0,,0,0,0,
2841,5.631421,5.631421,0,,0,0,0,
2842,5.631421,5.631421,0,,0,0,0,
2843,5.631421,5.631421,0,,0,0,0,
2844,5.631421,5.631421,0,,0,0,0,
2845,5.631421,5.631421,0,,-0.000151,0.000151,0.000302,
2846,5.631421,5.631572,0.000151,,-0.003078,0.003229,0.006307,
2847,5.631572,5.634801,0.003229,,0.00239,0.000839,-0.001551,
2851,5.634801,5.63564,0.000839,,-0.006349,0.007188,0.013537,
2852,5.63564,5.642828,0.007188,,0.007188,0,-0.007188,
2853,5.642828,5.642828,0,,0,0,0,
2855,5.642828,5.642828,0,,0,0,0,
2856,5.642828,5.642828,0,,0,0,0,
2857,5.642828,5.642828,0,,0,0,0,
2858,5.642828,5.642828,0,,0,0,0,
2859,5.642828,5.642828,0,,0,0,0,
2860,5.642828,5.642828,0,,0,0,0,
2861,5.642828,5.642828,0,,0,0,0,
2862,5.642828,5.642828,0,,0,0,0,
2863,5.642828,5.642828,0,,-0.000215,0.000215,0.00043,
2864,5.642828,5.643043,0.000215,,0.000128,8.70E-05,-4.10E-05,
2865,5.643043,5.64313,8.70E-05,,1.80E-05,6.90E-05,5.10E-05,
2866,5.64313,5.643199,6.90E-05,,4.40E-05,2.50E-05,-1.90E-05,
2867,5.643199,5.643224,2.50E-05,,-0.000482,0.000507,0.000989,
2868,5.643224,5.643731,0.000507,,-0.003566,0.004073,0.007639,
2869,5.643731,5.647804,0.004073,,0.004073,0,-0.004073,
2870,5.647804,5.647804,0,,0,0,0,
2871,5.647804,5.647804,0,,-6.30E-05,6.30E-05,0.000126,
2872,5.647804,5.647867,6.30E-05,,3.00E-06,6.00E-05,5.70E-05,
2873,5.647867,5.647927,6.00E-05,,-0.007852,0.007912,0.015764,
2874,5.647927,5.655839,0.007912,,0.007912,0,-0.007912,
2875,5.655839,5.655839,0,,0,0,0,
2877,5.655839,5.655839,0,,0,0,0,
2878,5.655839,5.655839,0,,0,0,0,
2879,5.655839,5.655839,0,,0,0,0,
2880,5.655839,5.655839,0,,0,0,0,
2881,5.655839,5.655839,0,,0,0,0,
2884,5.655839,5.655839,0,,-7.00E-05,7.00E-05,0.00014,
2887,5.655839,5.655909,7.00E-05,,-6.90E-05,0.000139,0.000208,
2888,5.655909,5.656048,0.000139,,0.000112,2.70E-05,-8.50E-05,
2889,5.656048,5.656075,2.70E-05,,-3.20E-05,5.90E-05,9.10E-05,
2890,5.656075,5.656134,5.90E-05,,2.00E-06,5.70E-05,5.50E-05,
2891,5.656134,5.656191,5.70E-05,,2.80E-05,2.90E-05,1.00E-06,
2892,5.656191,5.65622,2.90E-05,,-0.000777,0.000806,0.001583,
2893,5.65622,5.657026,0.000806,,0.000641,0.000165,-0.000476,
2894,5.657026,5.657191,0.000165,,-7.70E-05,0.000242,0.000319,
2895,5.657191,5.657433,0.000242,,0.000202,4.00E-05,-0.000162,
2896,5.657433,5.657473,4.00E-05,,-0.006655,0.006695,0.01335,
2897,5.657473,5.664168,0.006695,,0.006695,0,-0.006695,
2898,5.664168,5.664168,0,,0,0,0,
2899,5.664168,5.664168,0,,0,0,0,
2900,5.664168,5.664168,0,,0,0,0,
2901,5.664168,5.664168,0,,0,0,0,
2902,5.664168,5.664168,0,,-0.00012,0.00012,0.00024,
2903,5.664168,5.664288,0.00012,,9.70E-05,2.30E-05,-7.40E-05,
2905,5.664288,5.664311,2.30E-05,,1.10E-05,1.20E-05,1.00E-06,
2906,5.664311,5.664323,1.20E-05,,8.88E-16,1.20E-05,1.20E-05,
2907,5.664323,5.664335,1.20E-05,,0,1.20E-05,1.20E-05,
2908,5.664335,5.664347,1.20E-05,,-0.004095,0.004107,0.008202,
2909,5.664347,5.668454,0.004107,,0.004107,0,-0.004107,
2910,5.668454,5.668454,0,,0,0,0,
2911,5.668454,5.668454,0,,0,0,0,
2912,5.668454,5.668454,0,,0,0,0,
2913,5.668454,5.668454,0,,-0.0003,0.0003,0.0006,
2914,5.668454,5.668754,0.0003,,-1.50E-05,0.000315,0.00033,
2915,5.668754,5.669069,0.000315,,5.70E-05,0.000258,0.000201,
2916,5.669069,5.669327,0.000258,,0.000258,0,-0.000258,
2917,5.669327,5.669327,0,,-0.000256,0.000256,0.000512,
2918,5.669327,5.669583,0.000256,,-0.009644,0.0099,0.019544,
2919,5.669583,5.679483,0.0099,,0.0099,0,-0.0099,
2920,5.679483,5.679483,0,,0,0,0,
2921,5.679483,5.679483,0,,0,0,0,
2923,5.679483,5.679483,0,,0,0,0,
2924,5.679483,5.679483,0,,0,0,0,
2925,5.679483,5.679483,0,,0,0,0,
2926,5.679483,5.679483,0,,0,0,0,
2927,5.679483,5.679483,0,,0,0,0,
2928,5.679483,5.679483,0,,0,0,0,
2929,5.679483,5.679483,0,,-0.000132,0.000132,0.000264,
2930,5.679483,5.679615,0.000132,,-5.60E-05,0.000188,0.000244,
2931,5.679615,5.679803,0.000188,,0.000159,2.90E-05,-0.00013,
2932,5.679803,5.679832,2.90E-05,,-1.20E-05,4.10E-05,5.30E-05,
2933,5.679832,5.679873,4.10E-05,,1.00E-06,4.00E-05,3.90E-05,
2934,5.679873,5.679913,4.00E-05,,-4.10E-05,8.10E-05,0.000122,
2935,5.679913,5.679994,8.10E-05,,5.50E-05,2.60E-05,-2.90E-05,
2936,5.679994,5.68002,2.60E-05,,-0.015082,0.015108,0.03019,
2937,5.68002,5.695128,0.015108,,0.015108,0,-0.015108,
2938,5.695128,5.695128,0,,0,0,0,
2939,5.695128,5.695128,0,,-0.047128,0.047128,0.094256,
2940,5.695128,5.742256,0.047128,,0.046498,0.00063,-0.045868,
2941,5.742256,5.742886,0.00063,,-0.013488,0.014118,0.027606,
2942,5.742886,5.757004,0.014118,,0.013734,0.000384,-0.01335,
2943,5.757004,5.757388,0.000384,,-0.009484,0.009868,0.019352,
2944,5.757388,5.767256,0.009868,,-0.043028,0.052896,0.095924,
2945,5.767256,5.820152,0.052896,,0.01904,0.033856,0.014816,
2946,5.820152,5.854008,0.033856,,0.033856,0,-0.033856,
2947,5.854008,5.854008,0,,0,0,0,
2948,5.854008,5.854008,0,,0,0,0,
2949,5.854008,5.854008,0,,0,0,0,
2950,5.854008,5.854008,0,,-0.000743,0.000743,0.001486,
2951,5.854008,5.854751,0.000743,,-0.04934,0.050083,0.099423,
2952,5.854751,5.904834,0.050083,,-0.035491,0.085574,0.121065,
2953,5.904834,5.990408,0.085574,,0.085574,0,-0.085574,
2954,5.990408,5.990408,0,,0,0,0,
2955,5.990408,5.990408,0,,-0.000511,0.000511,0.001022,
2956,5.990408,5.990919,0.000511,,-0.063908,0.064419,0.128327,
2957,5.990919,6.055338,0.064419,,0.063389,0.00103,-0.062359,
2958,6.055338,6.056368,0.00103,,-0.055928,0.056958,0.112886,
2959,6.056368,6.113326,0.056958,,0.056958,0,-0.056958,
2960,6.113326,6.113326,0,,0,0,0,
2961,6.113326,6.113326,0,,-0.000336,0.000336,0.000672,
2962,6.113326,6.113662,0.000336,,-0.03546,0.035796,0.071256,
2963,6.113662,6.149458,0.035796,,-0.052092,0.087888,0.13998,
2964,6.149458,6.237346,0.087888,,0.038714,0.049174,0.01046,
2965,6.237346,6.28652,0.049174,,-0.039476,0.08865,0.128126,
2966,6.28652,6.37517,0.08865,,0.08865,0,-0.08865,
2967,6.37517,6.37517,0,,-0.000138,0.000138,0.000276,
2968,6.37517,6.375308,0.000138,,-0.441194,0.441332,0.882526,
2969,6.375308,6.81664,0.441332,,0.257853,0.183479,-0.074374,
2970,6.81664,7.000119,0.183479,,0.183479,,-0.183479,
2971,7.000119,,,,,,,
,,,,,,,,
,,Total Delay,7.000119,,,Total Jitter,6.999893,
,,,0.002356942,,,Rata2 jitter,0.002356866,
,,Rata2 delay ,0.001178471,,,,,
